GEOID,County,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,Median_Household_Income,S1901_C01_013E,S1901_C01_014E,S1901_C01_015E,S1901_C01_016E
0500000US19051,"Davis County, Iowa",3176,3.9,6.0,6.9,8.5,12.2,19.4,17.6,14.6,5.2,5.8,63404,80452,36.1,(X),(X)
0500000US19053,"Decatur County, Iowa",3200,9.6,6.5,12.6,10.7,15.7,20.3,10.4,10.1,2.4,1.8,44462,56959,30.2,(X),(X)
0500000US19055,"Delaware County, Iowa",6907,5.0,3.0,8.4,9.2,12.3,22.1,17.6,15.1,4.7,2.7,63750,79350,31.4,(X),(X)
0500000US19057,"Des Moines County, Iowa",16891,7.6,5.5,9.5,11.8,14.1,18.4,14.0,13.1,3.2,2.8,51267,69054,28.7,(X),(X)
0500000US19059,"Dickinson County, Iowa",8174,2.1,3.4,9.9,9.9,15.8,18.7,14.4,15.2,4.8,6.0,59969,82196,30.3,(X),(X)
0500000US19061,"Dubuque County, Iowa",38210,5.7,3.8,8.7,8.5,12.5,19.1,15.8,16.4,4.6,4.9,63031,81377,34.5,(X),(X)
0500000US19063,"Emmet County, Iowa",4036,5.5,4.2,11.7,9.9,17.7,18.3,14.7,11.3,3.4,3.2,51563,67627,31.4,(X),(X)
0500000US19065,"Fayette County, Iowa",8200,6.0,5.4,10.1,11.0,16.3,20.7,13.7,11.5,2.0,3.4,51128,68098,31.0,(X),(X)
0500000US19067,"Floyd County, Iowa",6903,5.9,4.5,12.7,12.8,13.7,17.8,14.1,12.0,3.2,3.4,50406,65801,28.6,(X),(X)
0500000US19069,"Franklin County, Iowa",4192,5.4,4.0,7.8,9.8,16.3,22.8,14.0,14.8,2.5,2.6,56419,71286,42.1,(X),(X)
0500000US19071,"Fremont County, Iowa",2945,5.3,3.5,10.6,9.0,15.9,21.0,15.0,12.7,4.2,2.9,56750,69114,34.2,(X),(X)
0500000US19073,"Greene County, Iowa",3971,4.9,5.0,8.9,11.5,17.2,17.6,16.3,13.3,3.5,1.9,53050,65031,43.0,(X),(X)
0500000US19075,"Grundy County, Iowa",5155,3.2,3.3,7.5,6.9,13.8,20.7,16.2,16.8,6.4,5.2,68038,85664,33.0,(X),(X)
0500000US19077,"Guthrie County, Iowa",4452,5.6,5.3,7.7,10.0,13.1,18.9,17.0,13.7,5.0,3.6,61161,73346,38.6,(X),(X)
0500000US19079,"Hamilton County, Iowa",6259,6.4,4.8,7.5,8.4,12.7,21.9,16.0,16.4,3.0,2.9,60910,71567,39.0,(X),(X)
0500000US19081,"Hancock County, Iowa",4790,7.0,3.8,8.6,8.7,11.1,22.5,17.8,13.8,3.9,2.8,61761,70332,37.2,(X),(X)
0500000US19083,"Hardin County, Iowa",7148,6.1,4.4,11.3,10.6,12.6,21.3,14.6,14.3,2.4,2.5,54196,66964,38.9,(X),(X)
0500000US19085,"Harrison County, Iowa",6019,4.6,5.4,9.8,7.6,10.6,21.5,16.4,15.7,5.3,3.1,63854,76721,34.5,(X),(X)
0500000US19087,"Henry County, Iowa",7743,4.9,3.8,9.8,10.4,16.4,21.1,14.8,14.0,2.6,2.3,53501,66322,28.4,(X),(X)
0500000US19089,"Howard County, Iowa",3810,2.9,4.9,8.7,9.9,17.1,23.1,14.4,12.4,4.9,1.7,55060,69198,25.2,(X),(X)
0500000US19091,"Humboldt County, Iowa",4174,5.4,5.5,9.5,12.0,11.9,20.2,12.3,17.0,3.1,3.1,54575,69734,31.4,(X),(X)
0500000US19093,"Ida County, Iowa",3011,5.7,5.8,8.2,8.5,16.5,17.2,12.4,15.1,6.1,4.5,58427,78094,37.8,(X),(X)
0500000US19095,"Iowa County, Iowa",6780,3.2,5.4,8.1,7.9,15.3,20.7,14.4,15.9,5.4,3.7,61443,81000,30.7,(X),(X)
0500000US19097,"Jackson County, Iowa",8239,6.9,5.1,9.7,9.4,13.6,17.7,15.3,13.7,5.6,2.9,55967,69017,31.2,(X),(X)
0500000US19099,"Jasper County, Iowa",14574,5.3,3.4,8.6,10.2,13.9,21.1,14.3,16.6,3.8,2.8,58952,71754,37.6,(X),(X)
0500000US19101,"Jefferson County, Iowa",6754,7.8,6.9,10.7,11.0,14.9,19.8,12.5,11.1,1.9,3.4,47708,68141,29.7,(X),(X)
0500000US19103,"Johnson County, Iowa",59134,9.4,4.0,9.0,7.6,11.3,16.3,12.1,16.1,6.7,7.6,62542,86798,28.8,(X),(X)
0500000US19105,"Jones County, Iowa",8130,3.4,4.1,8.6,10.9,16.0,18.6,16.6,14.7,2.9,4.2,57549,73371,32.1,(X),(X)
0500000US19107,"Keokuk County, Iowa",4394,4.9,4.2,13.2,11.1,14.1,19.8,13.6,12.0,4.0,3.3,52881,70155,33.6,(X),(X)
0500000US19109,"Kossuth County, Iowa",6646,4.5,5.8,10.4,8.0,14.8,21.8,15.8,12.8,3.0,3.1,56073,69498,30.7,(X),(X)
0500000US19111,"Lee County, Iowa",14233,5.0,4.8,12.9,12.6,15.1,19.6,14.5,10.8,2.9,1.9,49564,63170,30.4,(X),(X)
0500000US19113,"Linn County, Iowa",90877,4.3,3.3,7.8,9.0,13.3,19.4,14.0,16.9,6.8,5.2,64903,83373,28.9,(X),(X)
0500000US19115,"Louisa County, Iowa",4335,4.5,5.8,9.0,9.5,16.2,18.9,15.5,13.0,4.4,3.3,56673,73111,39.8,(X),(X)
0500000US19117,"Lucas County, Iowa",3701,4.9,6.4,9.6,10.9,13.6,18.1,16.5,11.8,4.4,3.8,55205,73294,29.5,(X),(X)
0500000US19119,"Lyon County, Iowa",4548,2.2,3.5,7.4,8.4,12.9,24.5,18.5,16.3,4.0,2.5,64982,75849,33.0,(X),(X)
0500000US19121,"Madison County, Iowa",6462,2.5,2.3,12.3,4.9,14.9,20.2,14.9,16.9,5.1,6.0,66316,87530,42.7,(X),(X)
0500000US19123,"Mahaska County, Iowa",8927,4.9,6.9,11.2,9.8,12.0,22.1,13.9,14.2,2.7,2.4,54825,68931,32.3,(X),(X)
0500000US19125,"Marion County, Iowa",13365,4.5,3.9,8.0,8.2,13.2,21.9,15.0,17.4,4.6,3.1,61038,75361,28.3,(X),(X)
0500000US19127,"Marshall County, Iowa",15419,4.9,4.6,9.2,11.2,13.3,22.1,13.8,14.7,4.2,1.9,56437,68760,36.0,(X),(X)
0500000US19129,"Mills County, Iowa",5554,4.7,2.8,7.4,7.4,11.0,18.9,14.8,19.3,7.7,5.9,72079,91008,31.9,(X),(X)
0500000US19131,"Mitchell County, Iowa",4355,3.7,3.8,10.3,9.9,14.0,23.9,13.6,13.4,3.8,3.6,58302,70494,29.3,(X),(X)
0500000US19133,"Monona County, Iowa",4000,4.4,6.4,16.5,9.9,15.1,17.4,12.7,12.9,2.0,2.8,47605,64281,38.2,(X),(X)
0500000US19135,"Monroe County, Iowa",3294,6.9,6.2,6.0,10.0,14.9,18.6,17.0,16.7,1.9,1.9,58269,68736,30.7,(X),(X)
0500000US19137,"Montgomery County, Iowa",4554,3.6,6.6,12.3,11.9,13.5,23.0,11.9,12.3,1.8,3.1,51696,66795,31.8,(X),(X)
0500000US19139,"Muscatine County, Iowa",16660,4.3,3.8,9.0,9.8,14.9,19.9,15.0,15.4,5.2,2.8,58453,74538,39.6,(X),(X)
0500000US19141,"O'Brien County, Iowa",6169,5.3,2.5,12.0,10.5,15.8,19.7,16.8,12.6,2.6,2.2,53703,67826,33.3,(X),(X)
0500000US19143,"Osceola County, Iowa",2633,4.9,4.3,8.9,7.0,15.5,24.3,15.1,12.5,3.6,4.0,59725,71472,35.6,(X),(X)
0500000US19145,"Page County, Iowa",6280,4.7,6.6,9.9,11.5,15.4,22.0,12.5,11.6,4.0,1.9,51867,64066,31.6,(X),(X)
0500000US19147,"Palo Alto County, Iowa",3702,3.6,4.3,12.4,11.9,14.0,21.8,13.2,11.8,4.1,2.9,52932,67392,28.0,(X),(X)
0500000US19149,"Plymouth County, Iowa",10250,3.1,4.5,6.9,7.6,12.7,20.6,16.5,18.0,5.3,5.0,67297,83138,33.8,(X),(X)
0500000US19151,"Pocahontas County, Iowa",3215,3.5,6.8,11.2,9.8,16.5,18.5,16.6,11.6,2.6,2.9,52448,65405,35.4,(X),(X)
0500000US19153,"Polk County, Iowa",187798,4.3,3.2,7.5,8.8,12.5,18.9,14.2,16.8,7.2,6.5,67637,88311,35.8,(X),(X)
0500000US19155,"Pottawattamie County, Iowa",36799,4.9,4.6,8.7,10.6,13.1,19.2,14.7,15.4,5.3,3.5,60065,75030,32.5,(X),(X)
0500000US19157,"Poweshiek County, Iowa",7767,5.6,5.3,10.5,8.4,16.5,17.6,14.0,13.1,4.1,4.9,53852,74234,28.0,(X),(X)
0500000US19159,"Ringgold County, Iowa",1971,3.6,4.3,11.5,11.6,15.7,20.2,12.1,13.3,4.1,3.7,55271,69971,33.3,(X),(X)
0500000US19161,"Sac County, Iowa",4313,4.4,4.7,9.4,9.0,14.9,21.3,14.8,13.4,4.8,3.3,58232,73425,33.2,(X),(X)
0500000US19163,"Scott County, Iowa",67021,5.7,3.7,9.4,9.1,13.0,18.3,13.5,15.2,6.0,6.0,61183,83076,34.0,(X),(X)
0500000US19165,"Shelby County, Iowa",5030,4.9,4.8,8.1,9.7,16.0,17.4,15.5,14.8,3.8,5.0,58000,75375,32.7,(X),(X)
0500000US19167,"Sioux County, Iowa",12248,3.3,3.4,6.0,6.3,14.1,21.0,19.8,16.5,5.6,3.9,69844,82322,31.8,(X),(X)
0500000US19169,"Story County, Iowa",37811,9.8,4.3,10.0,8.8,12.1,16.8,12.4,15.6,5.4,4.9,56756,74611,32.3,(X),(X)
0500000US19171,"Tama County, Iowa",6767,5.3,4.0,9.6,10.4,14.0,20.9,15.6,12.6,5.3,2.3,56037,70779,34.0,(X),(X)
0500000US19173,"Taylor County, Iowa",2616,4.9,4.5,11.5,11.7,17.0,18.7,12.8,11.6,3.8,3.5,50431,69804,36.2,(X),(X)
0500000US19175,"Union County, Iowa",5176,4.9,8.2,12.1,12.1,12.8,17.2,12.7,13.6,3.6,2.8,49900,64915,32.5,(X),(X)
0500000US19177,"Van Buren County, Iowa",2894,5.7,4.6,11.4,14.7,16.1,21.4,12.9,8.2,2.7,2.4,48591,65542,33.3,(X),(X)
0500000US19179,"Wapello County, Iowa",14481,6.5,6.2,11.8,12.4,16.9,16.9,12.2,12.3,2.9,1.9,46246,62750,32.2,(X),(X)
0500000US19181,"Warren County, Iowa",19258,4.5,3.4,6.8,5.9,10.2,17.9,16.3,20.0,8.3,6.7,77048,93100,34.3,(X),(X)
0500000US19183,"Washington County, Iowa",8832,2.9,3.8,8.2,8.5,16.7,19.8,15.4,16.3,4.7,3.6,62556,76076,32.1,(X),(X)
0500000US19185,"Wayne County, Iowa",2689,5.7,5.7,13.1,11.9,17.8,24.0,9.6,7.5,2.5,2.3,44768,61026,35.9,(X),(X)
0500000US19187,"Webster County, Iowa",15306,7.1,5.4,13.9,12.3,13.7,18.9,11.5,11.2,3.8,2.3,47466,62133,41.3,(X),(X)
0500000US19189,"Winnebago County, Iowa",4577,3.7,5.7,8.8,13.5,18.5,17.2,12.7,14.2,3.8,1.9,49870,65281,31.5,(X),(X)
0500000US19191,"Winneshiek County, Iowa",8257,4.5,3.8,8.4,9.0,10.9,21.6,17.5,15.1,4.7,4.4,65263,77597,31.1,(X),(X)
0500000US19193,"Woodbury County, Iowa",39016,5.2,4.0,10.4,10.5,11.7,19.5,15.0,15.6,4.6,3.5,59224,74009,40.1,(X),(X)
0500000US19195,"Worth County, Iowa",3172,4.8,2.8,8.3,10.7,16.1,18.0,16.8,13.5,5.0,3.9,57130,73526,26.9,(X),(X)
0500000US19197,"Wright County, Iowa",5718,4.1,4.9,12.2,9.8,15.8,23.8,11.2,11.9,4.0,2.2,53333,65852,44.6,(X),(X)
0500000US20001,"Allen County, Kansas",5372,8.5,7.7,12.2,10.8,14.3,22.4,12.2,8.3,1.7,2.0,45333,54789,31.4,(X),(X)
0500000US20003,"Anderson County, Kansas",3101,5.4,6.3,15.3,10.5,12.2,22.9,12.4,10.0,1.8,3.1,50213,60801,32.5,(X),(X)
0500000US20005,"Atchison County, Kansas",5958,4.9,7.7,10.3,9.4,17.5,18.8,11.7,14.7,3.3,1.7,50439,63780,39.0,(X),(X)
0500000US20007,"Barber County, Kansas",1923,6.0,8.9,13.7,8.3,12.9,19.3,12.7,12.4,2.8,2.9,50174,65824,33.4,(X),(X)
0500000US20009,"Barton County, Kansas",10624,5.0,5.6,13.6,10.8,15.4,17.9,14.2,12.2,3.5,1.9,49723,65225,41.6,(X),(X)
0500000US20011,"Bourbon County, Kansas",5636,6.7,7.5,12.8,12.2,17.6,18.5,11.1,8.2,3.2,2.2,43917,57857,35.7,(X),(X)
0500000US20013,"Brown County, Kansas",3872,6.0,3.9,10.5,14.5,17.0,20.9,12.2,9.5,3.5,1.9,48333,62112,45.8,(X),(X)
0500000US20015,"Butler County, Kansas",24870,3.6,4.3,8.1,9.1,14.0,17.9,15.9,17.1,5.7,4.5,64782,80264,33.0,(X),(X)
0500000US20017,"Chase County, Kansas",1051,6.9,6.7,10.2,15.9,16.0,19.2,11.7,11.6,1.1,0.8,45353,55495,35.7,(X),(X)
0500000US20019,"Chautauqua County, Kansas",1456,8.9,5.7,17.2,11.1,16.6,18.9,11.4,6.2,1.9,2.1,40298,52464,42.0,(X),(X)
0500000US20021,"Cherokee County, Kansas",7929,6.3,6.2,12.2,16.1,14.9,18.2,12.5,10.0,2.3,1.3,43175,55245,32.5,(X),(X)
0500000US20023,"Cheyenne County, Kansas",1221,7.0,9.0,9.9,11.0,15.2,21.9,8.4,11.6,3.4,2.6,47639,59183,49.1,(X),(X)
0500000US20025,"Clark County, Kansas",873,5.7,3.3,11.3,9.4,17.4,22.0,13.4,11.8,3.7,1.9,53348,63616,43.0,(X),(X)
0500000US20027,"Clay County, Kansas",3514,6.9,5.0,8.9,13.3,14.6,24.8,9.7,8.9,4.6,3.4,53929,67728,30.1,(X),(X)
0500000US20029,"Cloud County, Kansas",3689,7.9,2.9,10.9,14.3,18.3,19.1,9.5,12.3,2.7,2.2,45373,62840,35.7,(X),(X)
0500000US20031,"Coffey County, Kansas",3585,3.1,6.2,11.1,8.5,12.5,17.2,13.2,18.6,5.7,3.9,59583,76736,26.7,(X),(X)
0500000US20033,"Comanche County, Kansas",751,5.9,4.5,12.9,8.4,15.6,18.0,17.2,10.3,4.8,2.5,54821,66807,34.1,(X),(X)
0500000US20035,"Cowley County, Kansas",13499,6.3,5.5,10.8,11.7,15.5,20.2,12.8,12.2,2.9,2.0,50102,62458,33.7,(X),(X)
0500000US20037,"Crawford County, Kansas",15284,10.2,8.3,12.7,11.6,15.7,14.9,11.5,10.6,2.4,2.2,41004,56306,27.2,(X),(X)
0500000US20039,"Decatur County, Kansas",1442,7.4,5.1,12.5,10.7,16.1,22.3,9.8,11.9,2.1,2.1,48125,60107,55.8,(X),(X)
0500000US20041,"Dickinson County, Kansas",7911,5.7,6.2,12.6,11.5,13.9,20.6,12.4,10.9,3.4,2.7,49991,63692,34.6,(X),(X)
0500000US20043,"Doniphan County, Kansas",3046,5.5,4.3,13.4,12.8,14.2,19.4,12.1,14.0,1.7,2.5,49703,63346,47.8,(X),(X)
0500000US20045,"Douglas County, Kansas",46936,7.8,4.6,9.0,9.8,12.2,17.5,11.7,14.9,6.8,5.6,59435,80284,26.2,(X),(X)
0500000US20047,"Edwards County, Kansas",1308,4.3,5.8,10.9,11.5,15.9,20.6,17.9,9.3,1.3,2.6,50902,61020,35.3,(X),(X)
0500000US20049,"Elk County, Kansas",1128,9.6,8.0,16.9,11.9,14.5,15.3,11.2,9.3,0.9,2.4,38750,53233,40.8,(X),(X)
0500000US20051,"Ellis County, Kansas",11544,6.3,7.7,10.7,9.2,13.7,17.4,13.2,14.8,3.3,3.9,52883,74318,27.5,(X),(X)
0500000US20053,"Ellsworth County, Kansas",2388,5.1,5.1,11.9,10.5,12.7,20.7,14.2,14.3,4.3,1.3,54902,64204,35.4,(X),(X)
0500000US20055,"Finney County, Kansas",12519,6.5,3.7,7.3,6.7,16.8,20.8,16.9,14.5,4.3,2.5,60798,70722,44.9,(X),(X)
0500000US20057,"Ford County, Kansas",11344,3.3,3.5,11.5,11.3,18.7,21.5,12.4,10.1,5.2,2.6,51711,66956,45.5,(X),(X)
0500000US20059,"Franklin County, Kansas",10118,6.1,4.0,8.5,10.1,16.6,21.0,14.2,13.0,3.6,2.9,56582,67613,28.6,(X),(X)
0500000US20061,"Geary County, Kansas",12684,6.2,2.4,8.4,11.0,19.3,23.3,13.6,11.0,4.0,0.8,53133,61506,34.4,(X),(X)
0500000US20063,"Gove County, Kansas",1217,5.6,4.7,11.0,13.7,16.4,18.7,12.0,12.2,3.1,2.5,48317,63257,34.8,(X),(X)
0500000US20065,"Graham County, Kansas",1196,5.8,3.3,14.3,13.5,20.5,20.5,9.0,8.3,3.9,0.9,46375,56239,38.4,(X),(X)
0500000US20067,"Grant County, Kansas",2551,8.4,1.3,10.3,13.4,11.7,15.4,15.7,15.6,5.8,2.5,53413,70072,35.7,(X),(X)
0500000US20069,"Gray County, Kansas",2151,2.0,1.9,7.4,8.4,14.2,28.9,12.5,17.1,4.0,3.6,64930,80186,46.9,(X),(X)
0500000US20071,"Greeley County, Kansas",519,2.3,4.6,12.1,10.0,16.2,29.3,10.2,10.4,2.9,1.9,54112,65953,40.5,(X),(X)
0500000US20073,"Greenwood County, Kansas",2769,6.6,6.4,12.2,15.1,15.3,16.7,10.5,12.1,3.3,1.7,41982,60830,38.1,(X),(X)
0500000US20075,"Hamilton County, Kansas",890,3.0,5.4,8.9,13.4,21.1,26.6,11.6,8.0,1.5,0.6,46944,54808,46.2,(X),(X)
0500000US20077,"Harper County, Kansas",2265,7.5,5.4,9.7,10.6,17.0,24.5,11.4,9.8,1.8,2.3,49865,59919,30.2,(X),(X)
0500000US20079,"Harvey County, Kansas",13290,4.5,4.6,8.1,8.7,17.2,22.8,13.0,14.3,4.5,2.4,57982,70297,27.9,(X),(X)
0500000US20081,"Haskell County, Kansas",1320,5.9,3.3,5.8,12.7,16.7,22.5,8.9,14.2,4.8,5.0,55064,77222,40.8,(X),(X)
0500000US20083,"Hodgeman County, Kansas",767,3.4,3.5,9.6,14.1,10.8,16.7,14.2,22.0,3.8,1.8,61211,72283,48.6,(X),(X)
0500000US20085,"Jackson County, Kansas",5465,5.1,4.0,8.8,10.3,14.3,22.0,15.7,13.9,2.3,3.5,57914,68550,39.2,(X),(X)
0500000US20087,"Jefferson County, Kansas",7575,3.2,3.4,7.0,7.4,13.5,22.1,17.7,16.6,6.4,2.6,64864,76659,37.8,(X),(X)
0500000US20089,"Jewell County, Kansas",1380,8.1,5.1,19.2,10.3,17.2,16.0,12.0,6.5,2.0,3.6,40676,58991,33.5,(X),(X)
0500000US20091,"Johnson County, Kansas",228592,2.6,2.1,4.6,6.4,9.9,15.9,14.4,20.5,10.9,12.8,89087,118415,25.4,(X),(X)
0500000US20093,"Kearny County, Kansas",1201,5.3,3.0,9.9,13.9,17.2,17.8,12.2,13.0,4.4,3.2,52599,71099,35.6,(X),(X)
0500000US20095,"Kingman County, Kansas",3133,2.9,4.0,9.4,11.7,14.4,17.6,14.7,16.4,2.9,6.0,60469,80453,35.2,(X),(X)
0500000US20097,"Kiowa County, Kansas",985,3.0,4.5,10.9,12.9,15.4,24.1,12.9,10.2,4.7,1.5,53274,65246,38.0,(X),(X)
0500000US20099,"Labette County, Kansas",8176,5.3,8.0,12.6,11.6,14.7,22.2,12.4,8.7,1.7,2.7,47643,58891,31.5,(X),(X)
0500000US20101,"Lane County, Kansas",757,7.7,8.6,11.5,11.1,10.0,22.9,16.0,9.1,0.9,2.2,52125,57424,42.8,(X),(X)
0500000US20103,"Leavenworth County, Kansas",27253,3.6,3.7,7.4,7.3,10.7,19.0,15.3,19.3,8.8,5.0,73013,89420,31.7,(X),(X)
0500000US20105,"Lincoln County, Kansas",1248,5.0,5.4,9.1,12.3,22.6,16.2,15.0,10.3,2.2,1.8,45076,59337,35.2,(X),(X)
0500000US20107,"Linn County, Kansas",4497,9.2,5.8,13.1,11.4,11.5,19.3,12.9,11.7,2.1,3.0,48778,62040,36.5,(X),(X)
0500000US20109,"Logan County, Kansas",1153,5.0,4.7,9.7,16.2,11.3,22.7,15.1,10.2,2.8,2.3,51740,66998,44.5,(X),(X)
0500000US20111,"Lyon County, Kansas",13569,7.8,5.4,12.0,12.5,15.4,18.6,13.4,9.2,3.0,2.7,46338,64605,24.8,(X),(X)
0500000US20113,"McPherson County, Kansas",12334,5.1,4.3,6.5,11.1,15.3,21.1,13.9,14.7,4.5,3.5,59089,72213,35.6,(X),(X)
0500000US20115,"Marion County, Kansas",4846,4.8,3.7,11.8,11.8,16.1,21.5,14.3,11.9,2.1,2.1,52123,64540,37.6,(X),(X)
0500000US20117,"Marshall County, Kansas",4085,4.7,2.8,11.6,12.2,15.7,21.2,13.8,12.3,2.6,3.1,51895,66542,37.3,(X),(X)
0500000US20119,"Meade County, Kansas",1689,4.4,2.5,11.0,9.9,12.6,20.1,19.2,14.3,2.6,3.4,59316,71534,43.5,(X),(X)
0500000US20121,"Miami County, Kansas",12835,4.6,2.5,5.7,8.9,9.3,21.5,15.4,19.4,6.1,6.5,71995,91016,32.4,(X),(X)
0500000US20123,"Mitchell County, Kansas",2570,7.9,3.1,12.3,11.7,18.8,21.4,13.3,6.7,2.3,2.5,46203,59393,33.5,(X),(X)
0500000US20125,"Montgomery County, Kansas",13576,8.3,5.6,13.2,12.9,13.8,21.3,10.5,9.5,2.6,2.1,45157,58538,35.9,(X),(X)
0500000US20127,"Morris County, Kansas",2280,5.0,4.6,10.5,10.3,15.1,18.0,15.2,13.5,3.1,4.6,55658,71313,38.6,(X),(X)
0500000US20129,"Morton County, Kansas",1038,6.6,2.1,13.1,14.6,15.2,18.8,10.5,14.1,2.7,2.2,47750,60608,44.9,(X),(X)
0500000US20131,"Nemaha County, Kansas",4007,4.0,3.3,10.7,9.5,11.7,20.0,17.0,16.2,4.2,3.2,63216,75348,40.2,(X),(X)
0500000US20133,"Neosho County, Kansas",6601,8.1,6.6,12.1,12.3,14.3,23.3,11.3,7.4,2.7,1.8,46291,57067,33.1,(X),(X)
0500000US20135,"Ness County, Kansas",1269,5.8,5.7,9.2,10.6,14.0,19.5,12.2,15.8,3.4,3.8,56492,75575,35.5,(X),(X)
0500000US20137,"Norton County, Kansas",1830,4.9,6.0,12.5,5.2,22.5,17.8,13.5,14.8,0.9,1.9,49038,68928,50.8,(X),(X)
0500000US20139,"Osage County, Kansas",6607,6.4,4.3,9.9,12.0,14.2,21.0,14.6,12.4,3.2,1.9,54090,66569,28.2,(X),(X)
0500000US20141,"Osborne County, Kansas",1648,8.1,5.5,15.7,9.4,10.3,17.2,13.5,12.8,5.2,2.4,51286,67431,31.3,(X),(X)
0500000US20143,"Ottawa County, Kansas",2446,3.6,4.4,9.0,12.5,15.0,20.4,15.3,13.5,4.2,2.2,54784,70565,39.5,(X),(X)
0500000US20145,"Pawnee County, Kansas",2448,3.3,4.0,7.2,20.9,14.6,22.6,13.8,7.3,5.1,1.1,49917,62633,41.9,(X),(X)
0500000US20147,"Phillips County, Kansas",2316,3.4,4.3,13.8,12.1,16.2,22.1,12.1,11.1,3.0,1.9,50093,63431,35.4,(X),(X)
0500000US20149,"Pottawatomie County, Kansas",8698,4.2,3.4,8.9,7.8,12.3,20.9,15.5,16.9,6.9,3.3,66835,79171,30.7,(X),(X)
0500000US20151,"Pratt County, Kansas",3652,4.8,3.5,9.1,15.0,14.3,21.4,13.1,10.4,4.6,3.9,52327,69382,34.7,(X),(X)
0500000US20153,"Rawlins County, Kansas",1176,5.2,6.7,13.4,12.3,9.9,20.5,11.8,13.0,5.9,1.4,53207,63730,52.9,(X),(X)
0500000US20155,"Reno County, Kansas",25014,5.6,5.6,11.1,11.2,16.6,19.7,12.8,12.0,2.4,3.1,49936,65695,32.1,(X),(X)
0500000US20157,"Republic County, Kansas",2218,8.3,3.8,10.7,11.5,18.0,21.1,13.9,9.3,1.6,1.8,47976,58436,37.0,(X),(X)
0500000US20159,"Rice County, Kansas",3917,4.9,5.5,12.5,9.3,16.5,17.3,15.4,14.3,2.4,1.9,53012,66374,34.7,(X),(X)
0500000US20161,"Riley County, Kansas",26490,9.1,4.3,10.6,10.5,14.7,18.3,10.6,12.5,5.3,4.1,51208,70579,25.6,(X),(X)
0500000US20163,"Rooks County, Kansas",2176,5.1,5.2,10.0,12.9,17.3,21.3,12.7,10.9,3.3,1.3,49415,60896,36.9,(X),(X)
0500000US20165,"Rush County, Kansas",1421,4.5,8.5,12.0,14.8,10.8,22.7,14.4,8.4,2.2,1.6,47981,56665,30.8,(X),(X)
0500000US20167,"Russell County, Kansas",3015,3.9,6.3,13.8,19.1,10.5,18.9,12.2,10.5,2.7,2.1,44792,60152,32.9,(X),(X)
0500000US20169,"Saline County, Kansas",21959,4.9,4.8,10.8,12.1,14.3,20.0,13.2,13.2,3.7,3.1,52200,69043,35.2,(X),(X)
0500000US20171,"Scott County, Kansas",1967,4.7,4.3,8.4,5.0,16.7,18.0,16.6,20.4,4.0,1.9,65417,72447,44.9,(X),(X)
0500000US20173,"Sedgwick County, Kansas",197229,6.8,4.0,9.7,9.8,14.1,19.1,12.8,14.3,5.1,4.4,56524,74957,32.3,(X),(X)
0500000US20175,"Seward County, Kansas",7321,5.8,5.0,11.3,11.0,17.5,22.4,10.7,10.4,3.8,2.0,49291,61443,48.1,(X),(X)
0500000US20177,"Shawnee County, Kansas",72267,5.5,3.9,9.8,10.0,15.4,18.9,13.6,14.3,4.8,3.7,56762,74324,32.6,(X),(X)
0500000US20179,"Sheridan County, Kansas",1134,4.3,4.1,8.6,10.8,13.5,16.3,18.0,13.7,4.3,6.3,62885,80114,44.8,(X),(X)
0500000US20181,"Sherman County, Kansas",2544,3.6,4.7,11.6,10.3,12.1,31.4,14.1,7.6,3.2,1.4,54754,65466,44.2,(X),(X)
0500000US20183,"Smith County, Kansas",1701,5.7,6.3,12.5,13.5,18.3,15.9,12.2,9.7,2.7,3.2,43429,61911,42.2,(X),(X)
0500000US20185,"Stafford County, Kansas",1771,5.0,5.5,12.3,10.2,17.4,18.4,13.4,12.8,2.3,2.8,49375,67070,39.3,(X),(X)
0500000US20187,"Stanton County, Kansas",733,10.8,2.5,13.1,7.9,14.2,21.4,13.9,9.5,6.5,0.1,52054,59421,37.4,(X),(X)
0500000US20189,"Stevens County, Kansas",1814,11.4,4.1,9.9,8.4,12.7,14.4,18.9,13.1,4.6,2.4,57806,69246,41.0,(X),(X)
0500000US20191,"Sumner County, Kansas",9416,5.3,7.0,11.0,9.7,13.9,19.8,12.9,13.3,4.8,2.3,55000,66036,33.6,(X),(X)
0500000US20193,"Thomas County, Kansas",3375,10.7,4.6,8.3,7.0,10.3,21.1,16.7,15.6,1.7,4.1,60124,76255,45.6,(X),(X)
0500000US20195,"Trego County, Kansas",1379,1.7,2.5,11.0,16.9,9.5,19.7,16.2,14.1,6.7,1.7,57966,69210,42.7,(X),(X)
0500000US20197,"Wabaunsee County, Kansas",2744,3.0,3.5,9.4,9.3,14.2,26.8,15.2,13.5,3.6,1.6,61178,69670,28.4,(X),(X)
0500000US20199,"Wallace County, Kansas",636,4.1,1.9,9.9,12.6,13.8,16.7,19.5,16.7,3.6,1.3,63269,68214,47.6,(X),(X)
0500000US20201,"Washington County, Kansas",2332,5.6,4.3,9.5,10.1,19.6,21.7,13.8,9.1,3.7,2.5,50588,64927,37.2,(X),(X)
