GEOID,County,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,Median_Household_Income,S1901_C01_013E,S1901_C01_014E,S1901_C01_015E,S1901_C01_016E
0500000US55047,"Green Lake County, Wisconsin",7979,4.6,5.2,10.0,9.8,15.3,20.6,14.4,13.7,3.5,2.9,55075,69055,39.6,(X),(X)
0500000US55049,"Iowa County, Wisconsin",9850,4.0,4.4,8.7,7.2,13.4,20.1,15.1,17.1,6.5,3.6,64124,81477,34.4,(X),(X)
0500000US55051,"Iron County, Wisconsin",2898,6.0,9.0,12.8,12.7,15.3,19.6,11.6,9.2,2.4,1.3,43798,56591,27.7,(X),(X)
0500000US55053,"Jackson County, Wisconsin",8199,4.8,6.3,11.7,9.9,14.8,19.8,14.2,13.0,3.2,2.2,53650,64899,36.6,(X),(X)
0500000US55055,"Jefferson County, Wisconsin",32965,3.4,3.6,8.3,9.6,12.9,18.7,15.4,18.4,6.0,3.7,66291,79970,31.4,(X),(X)
0500000US55057,"Juneau County, Wisconsin",10752,4.9,5.5,10.6,9.9,15.1,23.0,14.0,11.3,2.9,2.8,53490,69362,32.0,(X),(X)
0500000US55059,"Kenosha County, Wisconsin",64111,4.7,3.6,9.2,8.8,12.4,19.0,14.1,16.2,6.7,5.3,63733,82435,33.8,(X),(X)
0500000US55061,"Kewaunee County, Wisconsin",8341,5.3,2.9,7.9,7.9,13.5,19.9,16.4,19.1,4.6,2.5,66192,74516,33.5,(X),(X)
0500000US55063,"La Crosse County, Wisconsin",47518,4.2,4.6,8.6,10.4,14.9,20.0,13.2,14.4,4.8,4.8,57882,79532,33.0,(X),(X)
0500000US55065,"Lafayette County, Wisconsin",6722,4.9,5.0,8.7,10.1,12.7,22.2,16.2,13.8,3.9,2.4,60691,70569,38.3,(X),(X)
0500000US55067,"Langlade County, Wisconsin",8612,5.2,6.7,9.6,11.7,17.2,20.7,14.4,10.5,2.2,1.8,49491,61063,40.6,(X),(X)
0500000US55069,"Lincoln County, Wisconsin",12625,4.7,4.5,9.3,9.6,15.2,19.3,16.7,15.3,3.1,2.2,58541,69003,28.2,(X),(X)
0500000US55071,"Manitowoc County, Wisconsin",34563,3.5,5.2,10.4,9.8,15.7,20.2,14.9,13.8,4.0,2.5,56612,68951,30.6,(X),(X)
0500000US55073,"Marathon County, Wisconsin",55466,3.6,3.8,8.8,10.5,13.6,19.0,15.9,15.6,4.8,4.5,62633,81095,27.9,(X),(X)
0500000US55075,"Marinette County, Wisconsin",18473,4.8,6.9,12.5,10.7,14.8,20.8,13.6,11.2,2.8,2.0,50330,62297,31.3,(X),(X)
0500000US55077,"Marquette County, Wisconsin",6648,4.1,4.9,11.4,12.4,14.4,20.8,14.0,13.7,2.8,1.3,52288,63631,31.5,(X),(X)
0500000US55078,"Menominee County, Wisconsin",1408,8.0,9.2,15.5,13.6,10.5,16.4,6.5,12.4,4.4,3.4,40921,63344,56.9,(X),(X)
0500000US55079,"Milwaukee County, Wisconsin",382175,8.0,6.1,11.1,10.2,14.2,17.6,11.9,12.7,4.5,3.8,50606,69949,36.4,(X),(X)
0500000US55081,"Monroe County, Wisconsin",17915,3.6,5.0,8.9,8.5,15.4,21.6,16.0,13.6,4.3,3.1,59587,72904,37.7,(X),(X)
0500000US55083,"Oconto County, Wisconsin",16036,3.9,4.1,9.0,9.7,13.8,20.9,15.3,15.9,4.5,2.8,60908,72277,37.8,(X),(X)
0500000US55085,"Oneida County, Wisconsin",15421,3.9,5.0,10.3,10.4,14.4,20.2,13.0,13.2,4.5,5.0,56852,77560,28.8,(X),(X)
0500000US55087,"Outagamie County, Wisconsin",73648,2.9,3.2,8.8,8.9,13.0,20.1,14.9,17.2,6.7,4.3,65572,82097,27.3,(X),(X)
0500000US55089,"Ozaukee County, Wisconsin",35807,3.2,2.3,6.2,6.7,9.8,14.8,15.7,20.1,8.6,12.4,85215,120331,31.8,(X),(X)
0500000US55091,"Pepin County, Wisconsin",3070,4.0,5.7,11.5,10.0,13.8,19.0,13.9,15.6,3.5,3.1,54583,70171,30.7,(X),(X)
0500000US55093,"Pierce County, Wisconsin",15593,3.0,3.2,6.4,8.0,12.1,18.6,15.8,20.2,8.0,4.7,72323,87038,33.0,(X),(X)
0500000US55095,"Polk County, Wisconsin",18450,3.8,4.7,10.2,9.0,14.3,19.6,15.2,15.3,5.2,2.7,59994,72256,28.1,(X),(X)
0500000US55097,"Portage County, Wisconsin",28675,5.2,4.6,8.9,9.5,13.5,18.9,14.3,15.9,5.2,3.9,58853,76448,27.1,(X),(X)
0500000US55099,"Price County, Wisconsin",6688,5.9,5.1,11.4,10.7,19.5,20.8,12.3,9.9,2.9,1.4,47956,60685,29.5,(X),(X)
0500000US55101,"Racine County, Wisconsin",76974,4.9,4.5,9.2,10.0,11.7,18.3,14.0,16.4,6.4,4.6,61336,79552,33.3,(X),(X)
0500000US55103,"Richland County, Wisconsin",7538,4.7,7.2,9.7,10.3,15.7,21.6,13.6,12.4,2.6,2.1,51947,64330,37.8,(X),(X)
0500000US55105,"Rock County, Wisconsin",64739,4.4,4.6,10.4,9.9,14.1,20.1,15.1,14.6,4.2,2.7,57875,70944,33.0,(X),(X)
0500000US55107,"Rusk County, Wisconsin",6376,5.6,6.5,12.0,12.6,15.7,22.9,12.0,9.4,1.8,1.6,47532,57903,30.9,(X),(X)
0500000US55109,"St. Croix County, Wisconsin",34182,2.5,2.5,5.4,5.8,11.1,16.9,16.2,22.9,9.3,7.5,84756,100844,26.2,(X),(X)
0500000US55111,"Sauk County, Wisconsin",26222,4.3,3.4,9.5,11.0,12.8,20.6,14.4,16.2,4.4,3.4,59943,74615,30.7,(X),(X)
0500000US55113,"Sawyer County, Wisconsin",7796,7.1,6.6,12.8,9.8,15.0,18.3,13.5,10.6,2.6,3.5,47714,69754,31.0,(X),(X)
0500000US55115,"Shawano County, Wisconsin",17004,4.3,5.5,10.2,10.8,13.5,20.4,14.8,14.3,3.4,2.8,56531,69567,40.0,(X),(X)
0500000US55117,"Sheboygan County, Wisconsin",47738,2.9,3.8,9.4,10.0,14.5,20.6,15.5,15.3,4.7,3.3,60696,75681,31.0,(X),(X)
0500000US55119,"Taylor County, Wisconsin",8614,5.5,6.0,10.0,9.8,15.2,19.8,16.2,12.3,2.9,2.5,53020,65697,34.4,(X),(X)
0500000US55121,"Trempealeau County, Wisconsin",12005,3.6,4.6,9.1,10.3,14.3,21.8,15.3,14.7,4.0,2.4,58548,70909,33.3,(X),(X)
0500000US55123,"Vernon County, Wisconsin",12071,6.0,6.0,11.4,10.1,14.2,19.8,13.0,14.0,2.8,2.7,52459,65262,38.6,(X),(X)
0500000US55125,"Vilas County, Wisconsin",10921,6.0,5.5,12.0,13.4,16.7,17.2,11.4,10.2,3.3,4.3,47072,68483,37.5,(X),(X)
0500000US55127,"Walworth County, Wisconsin",40874,5.3,3.8,7.8,9.1,13.2,19.1,14.9,16.0,5.8,4.9,63776,80806,33.4,(X),(X)
0500000US55129,"Washburn County, Wisconsin",7236,6.0,6.6,9.1,12.2,15.8,19.3,13.6,12.4,3.2,1.8,50280,64961,31.6,(X),(X)
0500000US55131,"Washington County, Wisconsin",54302,2.6,2.1,6.0,7.6,12.4,17.7,15.6,20.5,9.4,6.2,77663,95722,28.0,(X),(X)
0500000US55133,"Waukesha County, Wisconsin",158808,2.5,2.2,6.1,6.1,9.6,16.1,13.9,20.9,10.9,11.5,87277,114713,28.7,(X),(X)
0500000US55135,"Waupaca County, Wisconsin",22305,4.2,5.3,9.0,9.6,14.1,21.2,14.9,14.6,3.8,3.2,58693,73105,28.2,(X),(X)
0500000US55137,"Waushara County, Wisconsin",9934,5.0,5.3,10.3,10.9,15.5,20.6,13.9,12.9,3.3,2.4,52810,68310,32.3,(X),(X)
0500000US55139,"Winnebago County, Wisconsin",70594,4.3,3.9,9.6,10.7,13.6,20.2,14.5,14.8,4.6,3.9,58543,77772,28.2,(X),(X)
0500000US55141,"Wood County, Wisconsin",32332,4.4,4.9,10.0,11.0,14.5,20.6,14.5,12.9,3.4,3.6,54913,71055,28.4,(X),(X)
0500000US56001,"Albany County, Wyoming",15944,8.0,5.7,11.5,12.6,13.0,16.4,11.6,12.4,5.3,3.6,49322,68577,27.5,(X),(X)
0500000US56003,"Big Horn County, Wyoming",4475,5.2,4.6,12.7,10.2,15.2,21.9,10.9,13.6,3.6,2.2,52804,63375,33.7,(X),(X)
0500000US56005,"Campbell County, Wyoming",17574,4.4,4.5,6.3,7.5,7.0,13.6,17.9,23.7,10.3,4.8,82659,91699,40.4,(X),(X)
0500000US56007,"Carbon County, Wyoming",6204,5.1,5.5,9.6,11.3,11.1,18.3,14.2,16.3,5.8,2.7,60161,71697,31.3,(X),(X)
0500000US56009,"Converse County, Wyoming",5378,2.8,6.8,4.8,8.6,13.4,15.9,19.5,18.8,5.4,4.0,69647,81708,31.7,(X),(X)
0500000US56011,"Crook County, Wyoming",2919,8.2,2.5,6.4,11.5,10.7,18.5,14.8,16.8,6.5,4.0,65132,74378,36.9,(X),(X)
0500000US56013,"Fremont County, Wyoming",14907,5.0,4.6,9.0,9.7,16.8,18.6,12.8,14.5,4.6,4.4,55896,73599,32.5,(X),(X)
0500000US56015,"Goshen County, Wyoming",5207,4.0,6.0,11.5,10.2,15.8,18.6,15.6,13.8,2.5,2.1,54289,68090,32.5,(X),(X)
0500000US56017,"Hot Springs County, Wyoming",2118,6.8,4.6,11.9,10.2,15.9,13.7,15.9,15.4,3.1,2.5,51413,66157,33.9,(X),(X)
0500000US56019,"Johnson County, Wyoming",3845,9.5,3.4,6.6,10.4,10.9,22.0,14.2,13.9,4.3,4.8,58132,81359,45.0,(X),(X)
0500000US56021,"Laramie County, Wyoming",39683,4.9,3.6,7.5,8.4,11.6,19.5,15.5,18.1,6.5,4.4,66910,85483,29.9,(X),(X)
0500000US56023,"Lincoln County, Wyoming",6908,3.0,2.3,7.6,10.2,14.1,21.4,12.3,20.2,4.7,4.1,66964,80323,27.9,(X),(X)
0500000US56025,"Natrona County, Wyoming",32799,5.6,2.6,8.7,9.8,13.3,18.4,14.8,16.0,5.9,4.8,62772,80679,31.1,(X),(X)
0500000US56027,"Niobrara County, Wyoming",964,12.6,5.2,14.8,8.2,18.8,17.7,8.1,8.8,3.0,2.8,39150,54980,37.4,(X),(X)
0500000US56029,"Park County, Wyoming",12160,4.0,3.2,8.6,7.2,14.5,24.0,15.5,15.3,3.1,4.5,63582,82323,32.9,(X),(X)
0500000US56031,"Platte County, Wyoming",4030,3.9,3.2,11.5,12.2,18.9,12.7,12.6,15.9,4.1,5.1,50903,77665,40.1,(X),(X)
0500000US56033,"Sheridan County, Wyoming",13251,3.5,4.1,9.7,8.6,14.5,17.4,14.6,17.7,5.2,4.6,60807,80525,50.3,(X),(X)
0500000US56035,"Sublette County, Wyoming",3340,0.7,4.2,8.1,6.7,9.9,17.5,20.8,16.6,10.7,4.9,77403,92755,23.6,(X),(X)
0500000US56037,"Sweetwater County, Wyoming",15523,5.2,4.2,7.7,5.6,10.6,16.8,16.1,22.1,7.9,3.7,74843,85346,30.2,(X),(X)
0500000US56039,"Teton County, Wyoming",9019,2.0,2.2,7.4,4.2,9.3,17.2,16.1,18.8,5.9,16.9,84678,132531,36.2,(X),(X)
0500000US56041,"Uinta County, Wyoming",7597,5.0,3.1,7.4,10.4,12.3,19.1,16.3,16.3,7.8,2.3,63403,74938,21.1,(X),(X)
0500000US56043,"Washakie County, Wyoming",3365,4.3,5.2,8.5,11.3,16.1,21.1,15.4,12.7,2.7,2.7,54158,65496,42.7,(X),(X)
0500000US56045,"Weston County, Wyoming",2891,6.3,4.9,11.7,8.5,13.8,15.0,15.0,19.6,2.7,2.6,57031,68877,38.8,(X),(X)
0500000US72001,"Adjuntas Municipio, Puerto Rico",5771,37.4,15.4,17.1,12.0,10.7,5.3,0.9,0.8,0.3,0.1,14012,20353,28.1,(X),(X)
0500000US72003,"Aguada Municipio, Puerto Rico",12830,30.1,15.5,18.9,12.9,9.7,6.9,3.1,2.2,0.8,0.0,16738,25777,16.4,(X),(X)
0500000US72005,"Aguadilla Municipio, Puerto Rico",21635,34.0,13.3,16.2,11.0,10.2,9.1,3.1,2.1,0.3,0.5,16269,27068,39.4,(X),(X)
0500000US72007,"Aguas Buenas Municipio, Puerto Rico",8488,26.9,13.6,19.7,12.8,13.2,9.5,1.9,1.2,0.6,0.6,19279,28337,29.7,(X),(X)
0500000US72009,"Aibonito Municipio, Puerto Rico",8592,23.4,13.6,21.2,15.6,11.7,9.8,2.0,2.5,0.2,0.1,20521,28529,38.6,(X),(X)
0500000US72011,"Añasco Municipio, Puerto Rico",8848,24.8,14.6,20.5,13.4,12.6,8.3,2.5,2.2,0.4,0.6,19919,28080,17.0,(X),(X)
0500000US72013,"Arecibo Municipio, Puerto Rico",31910,30.2,12.0,20.2,12.7,11.7,9.1,2.6,1.0,0.3,0.3,18647,25841,25.6,(X),(X)
0500000US72015,"Arroyo Municipio, Puerto Rico",5908,29.3,16.3,19.6,17.6,9.1,5.1,0.8,2.0,0.0,0.2,17570,22785,44.0,(X),(X)
0500000US72017,"Barceloneta Municipio, Puerto Rico",7989,31.2,12.5,21.2,11.2,11.5,7.2,3.4,1.5,0.3,0.0,17154,24569,24.2,(X),(X)
0500000US72019,"Barranquitas Municipio, Puerto Rico",8720,31.4,12.0,20.4,14.5,10.8,7.1,1.3,1.9,0.0,0.5,17036,24466,35.1,(X),(X)
0500000US72021,"Bayamón Municipio, Puerto Rico",67476,21.0,9.2,17.9,12.4,14.5,14.4,5.8,3.1,0.9,0.6,26420,36791,37.5,(X),(X)
0500000US72023,"Cabo Rojo Municipio, Puerto Rico",15473,32.3,13.5,18.9,12.3,9.0,8.2,3.2,1.8,0.5,0.4,16708,26366,20.4,(X),(X)
0500000US72025,"Caguas Municipio, Puerto Rico",48184,22.4,10.6,16.8,12.3,13.0,12.5,5.7,4.1,1.5,1.0,25136,38398,36.9,(X),(X)
0500000US72027,"Camuy Municipio, Puerto Rico",11394,28.4,15.6,21.1,12.1,8.7,9.2,2.5,1.8,0.2,0.4,17000,27120,26.4,(X),(X)
0500000US72029,"Canóvanas Municipio, Puerto Rico",14643,23.3,12.2,20.2,10.3,14.9,8.8,5.0,3.5,1.0,0.9,21267,35074,38.3,(X),(X)
0500000US72031,"Carolina Municipio, Puerto Rico",61909,17.9,8.5,17.3,14.3,14.9,15.0,5.9,4.2,0.9,1.1,29059,40550,36.2,(X),(X)
0500000US72033,"Cataño Municipio, Puerto Rico",8706,33.6,10.4,14.4,9.6,11.9,9.1,4.5,4.7,1.0,0.8,17448,31643,36.6,(X),(X)
0500000US72035,"Cayey Municipio, Puerto Rico",16213,24.7,10.8,20.8,12.3,12.6,10.0,4.3,2.7,1.0,0.7,22518,32096,31.2,(X),(X)
0500000US72037,"Ceiba Municipio, Puerto Rico",4224,26.4,12.8,21.9,16.7,12.2,5.0,2.1,2.6,0.0,0.4,18309,28127,22.2,(X),(X)
0500000US72039,"Ciales Municipio, Puerto Rico",5831,31.3,13.5,22.9,8.7,14.7,5.9,1.9,0.8,0.2,0.2,16867,24028,27.7,(X),(X)
0500000US72041,"Cidra Municipio, Puerto Rico",12942,25.7,12.8,21.1,10.9,13.2,9.2,3.6,2.4,0.6,0.3,19726,29203,21.1,(X),(X)
0500000US72043,"Coamo Municipio, Puerto Rico",13104,27.4,13.8,17.4,14.1,11.2,9.9,3.7,1.4,0.3,0.7,19692,28309,29.4,(X),(X)
0500000US72045,"Comerío Municipio, Puerto Rico",5565,37.3,17.3,19.4,9.6,9.0,5.2,1.7,0.4,0.0,0.0,13733,19046,18.8,(X),(X)
0500000US72047,"Corozal Municipio, Puerto Rico",10535,36.4,13.2,16.3,11.9,10.9,7.9,2.3,0.4,0.6,0.0,15140,22554,28.0,(X),(X)
0500000US72049,"Culebra Municipio, Puerto Rico",482,17.4,17.0,17.6,16.2,14.9,9.5,3.7,1.2,2.3,0.0,23333,32493,4.4,(X),(X)
0500000US72051,"Dorado Municipio, Puerto Rico",11602,18.3,8.6,18.0,9.9,12.0,14.8,8.0,5.2,2.5,2.7,30732,49071,19.1,(X),(X)
0500000US72053,"Fajardo Municipio, Puerto Rico",12298,27.7,10.5,21.7,13.5,12.9,7.1,4.3,1.6,0.4,0.5,19430,30543,27.5,(X),(X)
0500000US72054,"Florida Municipio, Puerto Rico",4271,21.8,13.3,26.9,13.0,13.2,8.6,1.2,1.8,0.0,0.0,20442,24865,26.1,(X),(X)
0500000US72055,"Guánica Municipio, Puerto Rico",5515,40.3,16.6,19.3,10.3,7.6,5.0,0.5,0.1,0.0,0.3,12995,17873,27.7,(X),(X)
0500000US72057,"Guayama Municipio, Puerto Rico",14022,29.9,14.4,20.3,11.6,10.5,7.3,3.9,1.7,0.1,0.2,17261,26081,43.2,(X),(X)
0500000US72059,"Guayanilla Municipio, Puerto Rico",6510,27.4,16.5,21.4,13.3,11.3,6.6,2.8,0.5,0.0,0.2,17379,24024,15.3,(X),(X)
0500000US72061,"Guaynabo Municipio, Puerto Rico",30758,15.2,9.4,13.9,10.6,11.9,13.4,8.0,7.7,4.1,5.8,35928,64404,35.0,(X),(X)
0500000US72063,"Gurabo Municipio, Puerto Rico",14529,18.5,7.7,12.8,10.9,14.8,14.2,7.4,8.0,3.7,1.9,35018,53197,45.2,(X),(X)
0500000US72065,"Hatillo Municipio, Puerto Rico",14160,27.5,15.0,18.4,11.1,11.1,9.9,4.4,2.1,0.3,0.3,17715,28445,28.0,(X),(X)
0500000US72067,"Hormigueros Municipio, Puerto Rico",6255,25.9,14.0,24.1,10.6,12.6,7.8,2.5,1.9,0.1,0.6,19030,29039,26.9,(X),(X)
0500000US72069,"Humacao Municipio, Puerto Rico",17615,24.0,13.2,21.8,15.2,10.8,8.2,3.1,1.9,0.6,1.2,20434,32365,21.9,(X),(X)
0500000US72071,"Isabela Municipio, Puerto Rico",14670,32.0,14.6,20.0,12.8,10.3,6.3,2.6,1.0,0.2,0.2,16540,23164,34.9,(X),(X)
0500000US72073,"Jayuya Municipio, Puerto Rico",4837,35.5,14.8,21.7,14.1,5.3,5.2,2.3,1.0,0.0,0.0,14808,20181,34.7,(X),(X)
0500000US72075,"Juana Díaz Municipio, Puerto Rico",15408,26.5,12.5,18.6,12.4,14.5,9.7,2.7,2.5,0.3,0.3,20657,29277,33.3,(X),(X)
0500000US72077,"Juncos Municipio, Puerto Rico",12558,29.4,10.2,21.2,10.5,12.5,10.3,4.4,1.3,0.0,0.3,19605,27511,33.8,(X),(X)
0500000US72079,"Lajas Municipio, Puerto Rico",7665,37.8,16.3,19.0,10.6,8.6,5.3,1.4,0.7,0.3,0.1,13992,20096,23.0,(X),(X)
0500000US72081,"Lares Municipio, Puerto Rico",9967,35.9,10.6,19.8,11.9,11.5,7.1,1.3,1.3,0.6,0.1,16532,23569,35.2,(X),(X)
0500000US72083,"Las Marías Municipio, Puerto Rico",2708,38.3,14.0,14.5,9.4,15.2,6.7,1.3,0.6,0.0,0.0,14135,20574,21.3,(X),(X)
0500000US72085,"Las Piedras Municipio, Puerto Rico",12376,23.2,12.8,19.7,14.5,12.4,8.9,4.5,2.9,0.3,0.6,21667,30898,24.7,(X),(X)
0500000US72087,"Loíza Municipio, Puerto Rico",8508,30.2,12.1,19.5,11.7,14.4,8.3,2.4,1.5,0.0,0.0,17852,24609,38.7,(X),(X)
0500000US72089,"Luquillo Municipio, Puerto Rico",6582,25.6,7.6,23.6,15.5,14.1,7.0,4.3,1.4,0.5,0.5,21850,28706,21.2,(X),(X)
0500000US72091,"Manatí Municipio, Puerto Rico",14825,28.9,13.8,18.7,11.8,10.4,10.0,3.4,2.4,0.4,0.2,18502,28089,28.1,(X),(X)
0500000US72093,"Maricao Municipio, Puerto Rico",1846,41.1,12.2,19.0,17.1,6.4,3.7,0.5,0.0,0.0,0.0,12441,16881,12.6,(X),(X)
0500000US72095,"Maunabo Municipio, Puerto Rico",3833,25.0,9.9,24.8,15.3,14.7,8.5,1.3,0.5,0.0,0.0,20844,24582,22.7,(X),(X)
0500000US72097,"Mayagüez Municipio, Puerto Rico",29682,39.7,11.7,17.6,8.5,9.5,6.7,2.9,1.9,0.7,0.8,14236,25846,27.8,(X),(X)
0500000US72099,"Moca Municipio, Puerto Rico",13374,34.5,15.4,17.2,11.0,9.4,7.6,2.0,1.5,0.3,1.0,15037,26343,44.4,(X),(X)
0500000US72101,"Morovis Municipio, Puerto Rico",9645,21.7,11.4,27.3,14.5,12.0,8.1,3.5,0.7,0.2,0.5,20941,27636,24.9,(X),(X)
0500000US72103,"Naguabo Municipio, Puerto Rico",8058,22.9,14.6,25.2,13.8,10.4,10.9,1.8,0.0,0.5,0.0,19432,24881,12.8,(X),(X)
0500000US72105,"Naranjito Municipio, Puerto Rico",8424,31.3,10.3,20.5,12.9,9.9,10.5,3.2,1.2,0.2,0.1,18883,25488,23.8,(X),(X)
0500000US72107,"Orocovis Municipio, Puerto Rico",6759,35.0,14.8,19.6,13.0,9.5,5.4,1.5,0.7,0.4,0.2,15099,21724,28.5,(X),(X)
0500000US72109,"Patillas Municipio, Puerto Rico",6144,31.3,16.0,22.7,11.9,8.3,6.3,2.4,0.5,0.0,0.5,16007,23098,21.3,(X),(X)
0500000US72111,"Peñuelas Municipio, Puerto Rico",6863,29.8,14.2,19.8,13.2,13.1,6.0,1.8,1.2,0.1,0.8,16718,26177,15.8,(X),(X)
0500000US72113,"Ponce Municipio, Puerto Rico",52042,32.9,12.4,17.9,11.6,11.0,7.2,3.5,1.8,0.8,0.9,17069,28472,34.8,(X),(X)
0500000US72115,"Quebradillas Municipio, Puerto Rico",8083,29.8,15.1,20.6,10.2,12.5,8.6,1.2,1.6,0.2,0.2,17473,25722,26.5,(X),(X)
0500000US72117,"Rincón Municipio, Puerto Rico",5018,30.3,8.3,15.2,14.7,12.5,12.7,3.1,2.7,0.0,0.5,19907,29671,14.7,(X),(X)
0500000US72119,"Río Grande Municipio, Puerto Rico",15635,23.5,10.1,21.4,13.5,14.2,10.8,3.4,2.2,0.9,0.1,22669,30629,24.2,(X),(X)
0500000US72121,"Sabana Grande Municipio, Puerto Rico",7061,27.4,17.2,19.3,12.9,10.6,8.1,2.3,1.9,0.1,0.1,17319,25961,34.0,(X),(X)
0500000US72123,"Salinas Municipio, Puerto Rico",10036,29.0,12.9,20.3,14.6,11.7,7.9,2.3,0.9,0.2,0.2,18189,24490,33.3,(X),(X)
0500000US72125,"San Germán Municipio, Puerto Rico",11722,33.0,13.8,18.8,13.0,9.0,7.4,2.2,1.9,0.3,0.6,16486,25855,21.1,(X),(X)
0500000US72127,"San Juan Municipio, Puerto Rico",142699,28.4,9.8,14.6,10.8,10.9,10.6,5.6,4.7,2.0,2.4,22710,43589,31.7,(X),(X)
0500000US72129,"San Lorenzo Municipio, Puerto Rico",13772,26.4,13.0,20.8,12.9,10.8,10.6,2.7,2.3,0.0,0.4,19380,27967,33.8,(X),(X)
0500000US72131,"San Sebastián Municipio, Puerto Rico",13313,34.5,14.6,19.7,10.4,9.7,7.1,2.1,0.9,0.5,0.4,15331,24295,33.3,(X),(X)
0500000US72133,"Santa Isabel Municipio, Puerto Rico",7367,22.8,17.6,18.1,10.8,14.1,10.9,2.9,2.3,0.4,0.2,19827,28965,26.7,(X),(X)
